[Terrain]
datatype	ground_area_text_storage	version	1.0.0
23	53	water	-9506
24	53	water	-9616
25	53	water	-9451
26	53	water	-8902
27	53	water	-8463
28	53	water	-8463
29	53	water	-9287
30	53	water	-9067
31	53	water	-8738
32	53	water	-9177
33	53	water	-9397
34	53	water	-9177
35	53	water	-9451
36	53	water	-9671
37	53	water	-7255
38	53	water	-2699
39	53	water	-557
40	53	water	-2259
41	53	water	-4016
42	53	water	-5663
43	53	water	-7255
44	53	water	-6816
45	53	water	-6267
46	53	water	-7365
47	53	water	-5444
48	53	water	-1875
49	53	water	-1106
50	53	water	-338
51	53	water	-1106
52	53	water	-2534
53	53	water	-3797
54	53	water	-3742
55	53	water	-2644
56	53	water	-4071
57	53	water	-6597
58	53	water	-4126
59	53	water	-4016
60	53	water	-4675
61	53	water	-3412
62	53	water	-3302
63	53	water	-1326
64	53	water	-338
65	53	ground	321
66	53	ground	431
67	53	ground	266
68	53	water	-63
69	53	ground	1254
70	53	ground	925
71	53	ground	266
72	53	ground	266
73	53	water	-997
74	53	ground	486
75	53	water	-1655
76	53	water	-2863
77	53	water	-4071
78	53	water	-6432
79	53	water	-8408
80	53	water	-6926
81	53	water	-6816
82	53	water	-7091
83	53	water	-8738
84	53	water	-9726
85	53	water	-8299
86	53	water	-6542
87	53	water	-6651
88	53	water	-8299
89	53	water	-8463
90	53	water	-8738
91	53	water	-9012
92	53	water	-9616
93	53	water	-9616
94	53	water	-9122
95	53	water	-8793
96	53	water	-9561
97	53	water	-8738
98	53	water	-9012
99	53	water	-9177
100	53	water	-9397
101	53	water	-9177
102	53	water	-8683
103	53	water	-8463
104	53	water	-8353
105	53	water	-4016
106	53	water	-4620
107	53	water	-5938
108	53	water	-6706
109	53	water	-7365
110	53	water	-6651
111	53	water	-7310
112	53	water	-9232
113	53	water	-9012
114	53	water	-8518
115	53	water	-8134
116	53	water	-8848
117	53	water	-7695
118	53	water	-5883
119	53	water	-5059
120	53	water	-8738
121	53	water	-8902
122	53	water	-9232
123	53	water	-9397
124	53	water	-8408
125	53	water	-9177
126	53	water	-9451
127	53	water	-8353
128	53	water	-6981
129	53	water	-3961
130	53	water	-6267
131	53	water	-8573
132	53	water	-9342
133	53	water	-9397
134	53	water	-9451
135	53	water	-8902
136	53	water	-9012
137	53	water	-9451
138	53	water	-8353
139	53	water	-7530
140	53	water	-7750
141	53	water	-6048
142	53	water	-8463
143	53	water	-9726
144	53	water	-6926
145	53	water	-6487
146	53	water	-6816
147	53	water	-5224
148	53	water	-6432
149	53	water	-7475
150	53	water	-8573
151	53	water	-9451
152	53	water	-9122
153	53	water	-7804
154	53	water	-8628
155	53	water	-7914
156	53	water	-8902
157	53	water	-8573
158	53	water	-8189
159	53	water	-7200
160	53	water	-6651
161	53	water	-7750
162	53	water	-8189
163	53	water	-7310
164	53	water	-8134
165	53	water	-6157
166	53	water	-6761
167	53	water	-7091
168	53	water	-5334
169	53	water	-6542
170	53	water	-4785
171	53	water	-2699
172	53	water	-887
173	53	water	-3467
174	53	water	-3412
175	53	water	-2863
176	53	water	-3193
177	53	water	-4236
178	53	water	-3412
179	53	water	-2918
180	53	water	-2040
181	53	water	-1820
182	53	water	-63
183	53	water	-118
184	53	water	-3467
185	53	water	-4895
186	53	water	-2753
187	53	water	-4126
188	53	water	-5993
189	53	water	-7804
190	53	water	-8518
191	53	water	-7420
192	53	water	-7859
193	53	water	-8244
194	53	water	-9397
195	53	water	-9561
196	53	water	-9397
197	53	water	-9232
198	53	water	-9287
199	53	water	-9506
0	54	water	-8683
1	54	water	-5279
2	54	water	-3687
3	54	water	-3248
4	54	water	-5993
5	54	water	-5444
6	54	water	-4346
7	54	water	-5279
8	54	water	-4291
9	54	water	-6102
10	54	water	-7091
11	54	water	-7365
12	54	water	-7255
13	54	water	-6981
14	54	water	-7365
15	54	water	-7475
16	54	water	-8518
17	54	water	-6157
18	54	water	-6651
19	54	water	-7091
20	54	water	-8408
21	54	water	-8957
22	54	water	-8628
23	54	water	-9287
24	54	water	-9451
25	54	water	-9067
26	54	water	-8134
27	54	water	-7200
28	54	water	-6048
29	54	water	-7530
30	54	water	-7914
31	54	water	-8793
32	54	water	-9342
33	54	water	-9781
34	54	water	-9781
35	54	water	-9506
36	54	water	-7750
37	54	water	-5059
38	54	water	-3412
39	54	water	-2808
40	54	water	-5004
41	54	water	-5993
42	54	water	-3961
43	54	water	-3797
44	54	water	-4400
45	54	water	-5169
46	54	water	-7310
47	54	water	-5938
48	54	water	-2314
49	54	ground	156
50	54	water	-1051
51	54	water	-1546
52	54	water	-1381
53	54	water	-1216
54	54	water	-4236
55	54	water	-2424
56	54	water	-2863
57	54	water	-4346
58	54	water	-6048
59	54	water	-6048
60	54	water	-6926
61	54	water	-4346
62	54	water	-4126
63	54	water	-3742
64	54	water	-1875
65	54	water	-667
66	54	water	-1051
67	54	water	-1326
68	54	ground	211
69	54	ground	266
70	54	ground	815
71	54	ground	431
72	54	ground	815
73	54	ground	321
74	54	ground	321
75	54	water	-557
76	54	water	-1491
77	54	water	-3632
78	54	water	-7475
79	54	water	-9122
80	54	water	-7420
81	54	water	-6267
82	54	water	-7365
83	54	water	-8573
84	54	water	-9451
85	54	water	-7475
86	54	water	-6706
87	54	water	-6981
88	54	water	-7914
89	54	water	-8244
90	54	water	-9342
91	54	water	-9122
92	54	water	-9561
93	54	water	-8408
94	54	water	-9561
95	54	water	-8463
96	54	water	-8299
97	54	water	-8299
98	54	water	-9012
99	54	water	-8683
100	54	water	-8573
101	54	water	-9287
102	54	water	-9287
103	54	water	-8793
104	54	water	-8353
105	54	water	-5499
106	54	water	-6157
107	54	water	-7530
108	54	water	-8957
109	54	water	-8848
110	54	water	-8573
111	54	water	-8079
112	54	water	-8134
113	54	water	-8957
114	54	water	-8134
115	54	water	-7200
116	54	water	-7859
117	54	water	-7695
118	54	water	-6816
119	54	water	-5059
120	54	water	-6816
121	54	water	-7200
122	54	water	-7200
123	54	water	-7859
124	54	water	-8408
125	54	water	-8738
126	54	water	-9506
127	54	water	-8683
128	54	water	-4620
129	54	water	-1655
130	54	water	-4291
131	54	water	-7914
132	54	water	-8518
133	54	water	-8683
134	54	water	-8957
135	54	water	-9616
136	54	water	-9616
137	54	water	-9561
138	54	water	-9397
139	54	water	-9122
140	54	water	-8024
141	54	water	-7695
142	54	water	-8848
143	54	water	-7859
144	54	water	-6871
145	54	water	-8793
146	54	water	-8079
147	54	water	-6157
148	54	water	-5993
149	54	water	-6761
150	54	water	-8408
151	54	water	-7585
152	54	water	-7420
153	54	water	-7859
154	54	water	-8738
155	54	water	-7859
156	54	water	-8518
157	54	water	-8244
158	54	water	-7146
159	54	water	-5718
160	54	water	-6048
161	54	water	-7310
162	54	water	-7750
163	54	water	-6597
164	54	water	-8848
165	54	water	-8902
166	54	water	-8134
167	54	water	-8902
168	54	water	-7750
169	54	water	-7640
170	54	water	-6487
171	54	water	-4840
172	54	water	-3193
173	54	water	-3028
174	54	water	-2369
175	54	water	-3522
176	54	water	-4510
177	54	water	-5938
178	54	water	-6487
179	54	water	-2589
180	54	ground	156
181	54	water	-997
182	54	water	-393
183	54	water	-2863
184	54	water	-5169
185	54	water	-5608
186	54	water	-5773
187	54	water	-7420
188	54	water	-5828
189	54	water	-5608
190	54	water	-6267
191	54	water	-7530
192	54	water	-8628
193	54	water	-8573
194	54	water	-9397
195	54	water	-9616
196	54	water	-8738
197	54	water	-9506
198	54	water	-8902
199	54	water	-9451
0	55	water	-8793
1	55	water	-4455
2	55	water	-5883
3	55	water	-3577
4	55	water	-3851
5	55	water	-5059
6	55	water	-6102
7	55	water	-7530
8	55	water	-7530
9	55	water	-5334
10	55	water	-4455
11	55	water	-6706
12	55	water	-4346
13	55	water	-5553
14	55	water	-6212
15	55	water	-7804
16	55	water	-6267
17	55	water	-6597
18	55	water	-7036
19	55	water	-7914
20	55	water	-7914
21	55	water	-9232
22	55	water	-8573
23	55	water	-8957
24	55	water	-8683
25	55	water	-9287
26	55	water	-9342
27	55	water	-6761
28	55	water	-5334
29	55	water	-7420
30	55	water	-9287
31	55	water	-9122
32	55	water	-6981
33	55	water	-7255
34	55	water	-6542
35	55	water	-7091
36	55	water	-5663
37	55	water	-3412
38	55	water	-5938
39	55	water	-5279
40	55	water	-6926
41	55	water	-7255
42	55	water	-4950
43	55	water	-5608
44	55	water	-6048
45	55	water	-5608
46	55	water	-2699
47	55	water	-3083
48	55	water	-2204
49	55	ground	321
50	55	water	-393
51	55	water	-118
52	55	water	-887
53	55	water	-1436
54	55	water	-1765
55	55	water	-1546
56	55	water	-2479
57	55	water	-2644
58	55	water	-4565
59	55	water	-4400
60	55	water	-6048
61	55	water	-4126
62	55	water	-3138
63	55	water	-4071
64	55	water	-2753
65	55	ground	101
66	55	water	-1765
67	55	water	-1930
68	55	water	-2040
69	55	water	-942
70	55	water	-173
71	55	ground	870
72	55	ground	760
73	55	water	-8
74	55	water	-63
75	55	water	-283
76	55	water	-1710
77	55	water	-3028
78	55	water	-5773
79	55	water	-8134
80	55	water	-8957
81	55	water	-8573
82	55	water	-8408
83	55	water	-9177
84	55	water	-9012
85	55	water	-9232
86	55	water	-8518
87	55	water	-8463
88	55	water	-8628
89	55	water	-8957
90	55	water	-9067
91	55	water	-8024
92	55	water	-5608
93	55	water	-7200
94	55	water	-9067
95	55	water	-9232
96	55	water	-8793
97	55	water	-8463
98	55	water	-6487
99	55	water	-8244
100	55	water	-9012
101	55	water	-9726
102	55	water	-8573
103	55	water	-8683
104	55	water	-8463
105	55	water	-9012
106	55	water	-8024
107	55	water	-7200
108	55	water	-8628
109	55	water	-8683
110	55	water	-8848
111	55	water	-8628
112	55	water	-8244
113	55	water	-8957
114	55	water	-7036
115	55	water	-5993
116	55	water	-6157
117	55	water	-4181
118	55	water	-2973
119	55	water	-3193
120	55	water	-4730
121	55	water	-4620
122	55	water	-3906
123	55	water	-7475
124	55	water	-8408
125	55	water	-7750
126	55	water	-6212
127	55	water	-6816
128	55	water	-3577
129	55	water	-3467
130	55	water	-4950
131	55	water	-7859
132	55	water	-6761
133	55	water	-7804
134	55	water	-8463
135	55	water	-9067
136	55	water	-9122
137	55	water	-9451
138	55	water	-8628
139	55	water	-8793
140	55	water	-8518
141	55	water	-8683
142	55	water	-8683
143	55	water	-8848
144	55	water	-9177
145	55	water	-9451
146	55	water	-8463
147	55	water	-8079
148	55	water	-6926
149	55	water	-6981
150	55	water	-8957
151	55	water	-7475
152	55	water	-5828
153	55	water	-7530
154	55	water	-8463
155	55	water	-8628
156	55	water	-7365
157	55	water	-9836
158	55	water	-8024
159	55	water	-7585
160	55	water	-6542
161	55	water	-3357
162	55	water	-7200
163	55	water	-8024
164	55	water	-9177
165	55	water	-8024
166	55	water	-8353
167	55	water	-8957
168	55	water	-9726
169	55	water	-6432
170	55	water	-5553
171	55	water	-4236
172	55	water	-3357
173	55	water	-2699
174	55	water	-2314
175	55	water	-4236
176	55	water	-3632
177	55	water	-6102
178	55	water	-5004
179	55	water	-1216
180	55	ground	321
181	55	water	-722
182	55	water	-1381
183	55	water	-4510
184	55	water	-4895
185	55	water	-5883
186	55	water	-6926
187	55	water	-8244
188	55	water	-4565
189	55	water	-5499
190	55	water	-6212
191	55	water	-7475
192	55	water	-7640
193	55	water	-8134
194	55	water	-8628
195	55	water	-7914
196	55	water	-8079
197	55	water	-8902
198	55	water	-9122
199	55	water	-8573
0	56	water	-9397
1	56	water	-5059
2	56	water	-4016
3	56	water	-3138
4	56	water	-4016
5	56	water	-6157
6	56	water	-8134
7	56	water	-7091
8	56	water	-7475
9	56	water	-7255
10	56	water	-6157
11	56	water	-4181
12	56	water	-5059
13	56	water	-4895
14	56	water	-5773
15	56	water	-5389
16	56	water	-7640
17	56	water	-5553
18	56	water	-6102
19	56	water	-7914
20	56	water	-7146
21	56	water	-9012
22	56	water	-9397
23	56	water	-9067
24	56	water	-9122
25	56	water	-9671
26	56	water	-8463
27	56	water	-8573
28	56	water	-7255
29	56	water	-5389
30	56	water	-8573
31	56	water	-9671
32	56	water	-6926
33	56	water	-6267
34	56	water	-5773
35	56	water	-6926
36	56	water	-8079
37	56	water	-4455
38	56	water	-5334
39	56	water	-9287
40	56	water	-5883
41	56	water	-4400
42	56	water	-7365
43	56	water	-6432
44	56	water	-5828
45	56	water	-5224
46	56	water	-722
47	56	water	-3797
48	56	water	-3248
49	56	water	-173
50	56	water	-283
51	56	ground	211
52	56	ground	211
53	56	water	-173
54	56	ground	596
55	56	water	-1710
56	56	water	-2644
57	56	water	-1491
58	56	water	-3248
59	56	water	-2808
60	56	water	-4126
61	56	water	-4840
62	56	water	-1546
63	56	water	-667
64	56	water	-2204
65	56	water	-4455
66	56	water	-2918
67	56	water	-2424
68	56	water	-283
69	56	water	-832
70	56	water	-557
71	56	ground	211
72	56	water	-283
73	56	water	-832
74	56	ground	266
75	56	water	-2918
76	56	water	-3302
77	56	water	-2369
78	56	water	-5279
79	56	water	-6377
80	56	water	-7200
81	56	water	-8408
82	56	water	-8793
83	56	water	-8848
84	56	water	-8244
85	56	water	-9616
86	56	water	-9177
87	56	water	-8683
88	56	water	-9122
89	56	water	-8738
90	56	water	-8683
91	56	water	-5828
92	56	water	-6322
93	56	water	-7804
94	56	water	-9122
95	56	water	-9067
96	56	water	-8408
97	56	water	-6871
98	56	water	-6267
99	56	water	-7365
100	56	water	-8299
101	56	water	-7969
102	56	water	-8189
103	56	water	-8957
104	56	water	-9342
105	56	water	-8408
106	56	water	-7146
107	56	water	-6706
108	56	water	-7365
109	56	water	-9616
110	56	water	-8353
111	56	water	-7420
112	56	water	-9397
113	56	water	-8189
114	56	water	-6926
115	56	water	-4016
116	56	water	-3302
117	56	water	-3302
118	56	water	-2589
119	56	water	-5553
120	56	water	-5938
121	56	water	-4071
122	56	water	-2753
123	56	water	-3906
124	56	water	-5608
125	56	water	-4675
126	56	water	-4675
127	56	water	-4291
128	56	water	-4400
129	56	water	-2753
130	56	water	-6706
131	56	water	-6157
132	56	water	-5389
133	56	water	-5718
134	56	water	-7585
135	56	water	-8683
136	56	water	-9506
137	56	water	-9232
138	56	water	-9397
139	56	water	-9342
140	56	water	-9067
141	56	water	-7036
142	56	water	-8848
143	56	water	-9012
144	56	water	-8683
145	56	water	-8793
146	56	water	-9506
147	56	water	-9287
148	56	water	-9287
149	56	water	-8134
150	56	water	-8408
151	56	water	-8738
152	56	water	-8683
153	56	water	-7750
154	56	water	-8683
155	56	water	-7310
156	56	water	-6816
157	56	water	-8299
158	56	water	-9122
159	56	water	-7914
160	56	water	-7310
161	56	water	-8134
162	56	water	-8189
163	56	water	-8902
164	56	water	-9506
165	56	water	-9287
166	56	water	-9397
167	56	water	-9451
168	56	water	-6871
169	56	water	-5114
170	56	water	-3522
171	56	water	-2589
172	56	water	-2644
173	56	water	-283
174	56	water	-3028
175	56	water	-4785
176	56	water	-5444
177	56	water	-2699
178	56	water	-3851
179	56	water	-2424
180	56	water	-887
181	56	water	-887
182	56	water	-1930
183	56	water	-6048
184	56	water	-6212
185	56	water	-5773
186	56	water	-7804
187	56	water	-8628
188	56	water	-4950
189	56	water	-5608
190	56	water	-7091
191	56	water	-6761
192	56	water	-7695
193	56	water	-9122
194	56	water	-9726
195	56	water	-8848
196	56	water	-7091
197	56	water	-8408
198	56	water	-8573
199	56	water	-8244
0	57	water	-9397
1	57	water	-4620
2	57	water	-2863
3	57	water	-3193
4	57	water	-2095
5	57	water	-5938
6	57	water	-9232
7	57	water	-7804
8	57	water	-6597
9	57	water	-8134
10	57	water	-6432
11	57	water	-5169
12	57	water	-6542
13	57	water	-5114
14	57	water	-7420
15	57	water	-7914
16	57	water	-7750
17	57	water	-6322
18	57	water	-6048
19	57	water	-8134
20	57	water	-7640
21	57	water	-9122
22	57	water	-9122
23	57	water	-9287
24	57	water	-9451
25	57	water	-9342
26	57	water	-8738
27	57	water	-9122
28	57	water	-6651
29	57	water	-7750
30	57	water	-9616
31	57	water	-9122
32	57	water	-9726
33	57	water	-7640
34	57	water	-8134
35	57	water	-7804
36	57	water	-8573
37	57	water	-5114
38	57	water	-6267
39	57	water	-7914
40	57	water	-6267
41	57	water	-7310
42	57	water	-6761
43	57	water	-5773
44	57	water	-8299
45	57	water	-4730
46	57	water	-4181
47	57	water	-4071
48	57	water	-2095
49	57	water	-887
50	57	water	-393
51	57	ground	760
52	57	water	-8
53	57	ground	760
54	57	ground	870
55	57	water	-832
56	57	water	-832
57	57	water	-1161
58	57	water	-2589
59	57	water	-2973
60	57	water	-2534
61	57	water	-3632
62	57	water	-942
63	57	ground	486
64	57	ground	431
65	57	water	-1985
66	57	water	-4455
67	57	water	-1546
68	57	ground	156
69	57	ground	925
70	57	ground	321
71	57	ground	47
72	57	water	-1930
73	57	water	-2699
74	57	water	-2150
75	57	water	-3193
76	57	water	-3742
77	57	water	-3797
78	57	water	-5883
79	57	water	-7091
80	57	water	-7255
81	57	water	-9726
82	57	water	-9177
83	57	water	-9451
84	57	water	-9616
85	57	water	-8848
86	57	water	-9506
87	57	water	-9177
88	57	water	-8793
89	57	water	-7914
90	57	water	-6761
91	57	water	-6651
92	57	water	-7750
93	57	water	-6487
94	57	water	-7804
95	57	water	-8518
96	57	water	-8738
97	57	water	-5279
98	57	water	-5169
99	57	water	-8573
100	57	water	-8189
101	57	water	-6267
102	57	water	-6706
103	57	water	-5663
104	57	water	-6926
105	57	water	-5938
106	57	water	-6377
107	57	water	-7695
108	57	water	-7804
109	57	water	-8628
110	57	water	-7420
111	57	water	-7695
112	57	water	-7640
113	57	water	-8408
114	57	water	-6761
115	57	water	-5224
116	57	water	-5663
117	57	water	-3961
118	57	water	-4510
119	57	water	-6981
120	57	water	-5499
121	57	water	-3742
122	57	water	-2204
123	57	water	-3906
124	57	water	-5279
125	57	water	-3797
126	57	water	-5059
127	57	water	-3742
128	57	water	-3138
129	57	water	-4400
130	57	water	-7914
131	57	water	-8079
132	57	water	-7695
133	57	water	-6597
134	57	water	-8353
135	57	water	-7365
136	57	water	-8902
137	57	water	-8408
138	57	water	-9067
139	57	water	-9012
140	57	water	-8683
141	57	water	-7695
142	57	water	-8628
143	57	water	-9451
144	57	water	-9561
145	57	water	-9616
146	57	water	-9342
147	57	water	-9122
148	57	water	-8738
149	57	water	-8738
150	57	water	-9012
151	57	water	-7804
152	57	water	-8848
153	57	water	-9012
154	57	water	-8793
155	57	water	-7091
156	57	water	-8244
157	57	water	-7804
158	57	water	-9287
159	57	water	-7420
160	57	water	-8683
161	57	water	-9012
162	57	water	-8299
163	57	water	-8683
164	57	water	-8299
165	57	water	-8244
166	57	water	-7804
167	57	water	-7640
168	57	water	-6377
169	57	water	-3357
170	57	water	-2808
171	57	water	-1930
172	57	water	-3138
173	57	water	-3248
174	57	water	-3742
175	57	water	-3742
176	57	water	-3467
177	57	water	-1051
178	57	water	-338
179	57	water	-393
180	57	water	-1381
181	57	water	-1326
182	57	water	-4071
183	57	water	-5004
184	57	water	-4455
185	57	water	-3357
186	57	water	-5883
187	57	water	-5444
188	57	water	-5059
189	57	water	-5279
190	57	water	-7640
191	57	water	-6651
192	57	water	-7200
193	57	water	-8408
194	57	water	-9067
195	57	water	-9561
196	57	water	-7200
197	57	water	-8463
198	57	water	-7914
199	57	water	-7750
0	58	water	-8957
1	58	water	-4236
2	58	water	-4236
3	58	water	-4291
4	58	water	-3357
5	58	water	-6871
6	58	water	-6926
7	58	water	-8244
8	58	water	-7255
9	58	water	-6212
10	58	water	-5773
11	58	water	-4840
12	58	water	-6542
13	58	water	-4675
14	58	water	-5004
15	58	water	-7475
16	58	water	-8793
17	58	water	-7750
18	58	water	-7530
19	58	water	-7310
20	58	water	-8244
21	58	water	-9781
22	58	water	-9342
23	58	water	-9287
24	58	water	-8848
25	58	water	-9451
26	58	water	-8738
27	58	water	-9397
28	58	water	-8518
29	58	water	-8134
30	58	water	-9836
31	58	water	-9506
32	58	water	-9287
33	58	water	-7804
34	58	water	-9232
35	58	water	-7640
36	58	water	-6267
37	58	water	-4291
38	58	water	-5004
39	58	water	-6377
40	58	water	-6981
41	58	water	-7695
42	58	water	-6706
43	58	water	-6871
44	58	water	-7310
45	58	water	-6542
46	58	water	-7200
47	58	water	-5608
48	58	water	-2918
49	58	water	-283
50	58	ground	486
51	58	water	-338
52	58	water	-448
53	58	ground	925
54	58	water	-8
55	58	water	-502
56	58	ground	541
57	58	water	-448
58	58	water	-2479
59	58	water	-3412
60	58	water	-2479
61	58	water	-1381
62	58	water	-1326
63	58	water	-1710
64	58	water	-2204
65	58	water	-2973
66	58	water	-2534
67	58	water	-1655
68	58	ground	47
69	58	ground	1035
70	58	ground	431
71	58	water	-1106
72	58	water	-777
73	58	water	-3028
74	58	water	-4126
75	58	water	-5663
76	58	water	-6816
77	58	water	-6432
78	58	water	-8079
79	58	water	-7695
80	58	water	-9287
81	58	water	-9287
82	58	water	-9122
83	58	water	-9451
84	58	water	-9506
85	58	water	-8134
86	58	water	-8353
87	58	water	-7310
88	58	water	-8299
89	58	water	-6048
90	58	water	-5718
91	58	water	-7255
92	58	water	-9122
93	58	water	-5883
94	58	water	-4840
95	58	water	-4950
96	58	water	-6267
97	58	water	-5169
98	58	water	-5773
99	58	water	-7695
100	58	water	-7530
101	58	water	-6377
102	58	water	-7146
103	58	water	-4126
104	58	water	-4730
105	58	water	-8353
106	58	water	-8683
107	58	water	-8848
108	58	water	-8134
109	58	water	-7255
110	58	water	-6981
111	58	water	-9067
112	58	water	-8573
113	58	water	-7750
114	58	water	-5883
115	58	water	-4071
116	58	water	-5334
117	58	water	-5828
118	58	water	-6102
119	58	water	-7310
120	58	water	-7091
121	58	water	-7200
122	58	water	-6487
123	58	water	-7530
124	58	water	-6706
125	58	water	-4785
126	58	water	-5169
127	58	water	-4455
128	58	water	-4565
129	58	water	-5608
130	58	water	-8353
131	58	water	-8134
132	58	water	-8793
133	58	water	-6597
134	58	water	-6432
135	58	water	-7200
136	58	water	-7859
137	58	water	-8244
138	58	water	-8793
139	58	water	-9177
140	58	water	-9726
141	58	water	-9671
142	58	water	-8848
143	58	water	-8518
144	58	water	-9561
145	58	water	-9067
146	58	water	-8902
147	58	water	-9616
148	58	water	-9451
149	58	water	-8793
150	58	water	-8353
151	58	water	-6432
152	58	water	-7420
153	58	water	-6871
154	58	water	-8079
155	58	water	-8408
156	58	water	-9451
157	58	water	-8628
158	58	water	-9232
159	58	water	-9177
160	58	water	-8683
161	58	water	-7969
162	58	water	-8573
163	58	water	-8573
164	58	water	-7310
165	58	water	-7255
166	58	water	-5828
167	58	water	-5004
168	58	water	-6102
169	58	water	-3302
170	58	water	-2753
171	58	water	-1600
172	58	water	-4126
173	58	water	-4895
174	58	water	-3522
175	58	water	-3961
176	58	water	-722
177	58	water	-2863
178	58	water	-2150
179	58	water	-2150
180	58	water	-1600
181	58	water	-2095
182	58	water	-887
183	58	water	-1106
184	58	water	-1216
185	58	water	-1600
186	58	water	-2863
187	58	water	-2699
188	58	water	-3742
189	58	water	-3577
190	58	water	-5828
191	58	water	-5883
192	58	water	-5553
193	58	water	-7750
194	58	water	-8793
195	58	water	-9122
196	58	water	-8299
197	58	water	-7969
198	58	water	-7804
199	58	water	-8079
0	59	water	-8628
1	59	water	-5663
2	59	water	-5993
3	59	water	-4840
4	59	water	-6871
5	59	water	-6102
6	59	water	-8134
7	59	water	-9726
8	59	water	-9067
9	59	water	-8683
10	59	water	-7804
11	59	water	-6651
12	59	water	-5279
13	59	water	-6432
14	59	water	-6157
15	59	water	-6651
16	59	water	-6981
17	59	water	-8848
18	59	water	-7859
19	59	water	-8793
20	59	water	-9232
21	59	water	-8902
22	59	water	-9726
23	59	water	-8738
24	59	water	-8683
25	59	water	-9287
26	59	water	-8793
27	59	water	-9561
28	59	water	-8408
29	59	water	-9342
30	59	water	-9836
31	59	water	-9616
32	59	water	-8573
33	59	water	-8518
34	59	water	-6597
35	59	water	-6706
36	59	water	-5444
37	59	water	-5553
38	59	water	-4181
39	59	water	-4895
40	59	water	-8244
41	59	water	-8189
42	59	water	-7969
43	59	water	-8353
44	59	water	-8408
45	59	water	-9067
46	59	water	-9232
47	59	water	-5553
48	59	water	-1271
49	59	water	-1546
50	59	ground	101
51	59	water	-1106
52	59	water	-448
53	59	water	-118
54	59	ground	321
55	59	water	-63
56	59	ground	486
57	59	water	-502
58	59	water	-1930
59	59	water	-4675
60	59	water	-5773
61	59	water	-3193
62	59	water	-2753
63	59	water	-4236
64	59	water	-5938
65	59	water	-3797
66	59	water	-502
67	59	water	-1436
68	59	ground	211
69	59	ground	156
70	59	water	-832
71	59	water	-2479
72	59	water	-3522
73	59	water	-2150
74	59	water	-4071
75	59	water	-6432
76	59	water	-8134
77	59	water	-8463
78	59	water	-9122
79	59	water	-8902
80	59	water	-9616
81	59	water	-8793
82	59	water	-9067
83	59	water	-9342
84	59	water	-8683
85	59	water	-7695
86	59	water	-8408
87	59	water	-8024
88	59	water	-8848
89	59	water	-8024
90	59	water	-6761
91	59	water	-7695
92	59	water	-9451
93	59	water	-8573
94	59	water	-4675
95	59	water	-2973
96	59	water	-4840
97	59	water	-4895
98	59	water	-7859
99	59	water	-7695
100	59	water	-6816
101	59	water	-5828
102	59	water	-6267
103	59	water	-7365
104	59	water	-6597
105	59	water	-8408
106	59	water	-7530
107	59	water	-8683
108	59	water	-8628
109	59	water	-5718
110	59	water	-5993
111	59	water	-7036
112	59	water	-8244
113	59	water	-6102
114	59	water	-4455
115	59	water	-2918
116	59	water	-3522
117	59	water	-6816
118	59	water	-5993
119	59	water	-5828
120	59	water	-5444
121	59	water	-6761
122	59	water	-9012
123	59	water	-8848
124	59	water	-6542
125	59	water	-5059
126	59	water	-5718
127	59	water	-7036
128	59	water	-7036
129	59	water	-8024
130	59	water	-9177
131	59	water	-9177
132	59	water	-9726
133	59	water	-7914
134	59	water	-7036
135	59	water	-9012
136	59	water	-7365
137	59	water	-6102
138	59	water	-7585
139	59	water	-8793
140	59	water	-8463
141	59	water	-9506
142	59	water	-9067
143	59	water	-7914
144	59	water	-9122
145	59	water	-9122
146	59	water	-9122
147	59	water	-9067
148	59	water	-9342
149	59	water	-7859
150	59	water	-6651
151	59	water	-5553
152	59	water	-7310
153	59	water	-7530
154	59	water	-9122
155	59	water	-7804
156	59	water	-6981
157	59	water	-9287
158	59	water	-9616
159	59	water	-9506
160	59	water	-8628
161	59	water	-9067
162	59	water	-8244
163	59	water	-8848
164	59	water	-5224
165	59	water	-3028
166	59	water	-3961
167	59	water	-3357
168	59	water	-3906
169	59	water	-2644
170	59	water	-2973
171	59	water	-4016
172	59	water	-4565
173	59	water	-3577
174	59	water	-3961
175	59	water	-2644
176	59	water	-4181
177	59	water	-3193
178	59	water	-3797
179	59	water	-2644
180	59	water	-3193
181	59	ground	211
182	59	water	-667
183	59	water	-667
184	59	water	-1546
185	59	water	-2863
186	59	water	-2259
187	59	water	-2973
188	59	water	-3357
189	59	water	-1875
190	59	water	-3028
191	59	water	-6048
192	59	water	-2973
193	59	water	-5883
194	59	water	-8463
195	59	water	-6981
196	59	water	-8793
197	59	water	-9067
198	59	water	-7750
199	59	water	-6267
0	60	water	-8902
1	60	water	-7475
2	60	water	-7640
3	60	water	-5444
4	60	water	-6377
5	60	water	-6816
6	60	water	-8024
7	60	water	-7859
8	60	water	-9397
9	60	water	-9616
10	60	water	-9342
11	60	water	-7365
12	60	water	-4950
13	60	water	-5499
14	60	water	-4291
15	60	water	-4730
16	60	water	-9232
17	60	water	-9067
18	60	water	-8683
19	60	water	-8848
20	60	water	-8244
21	60	water	-8408
22	60	water	-9726
23	60	water	-9287
24	60	water	-8024
25	60	water	-9616
26	60	water	-9232
27	60	water	-8848
28	60	water	-8024
29	60	water	-7310
