[Terrain]
datatype	ground_area_text_storage	version	1.0.0
155	16	water	-10000
156	16	water	-10000
157	16	water	-10000
158	16	water	-10000
159	16	water	-10000
160	16	water	-10000
161	16	water	-10000
162	16	water	-10000
163	16	water	-10000
164	16	water	-10000
165	16	water	-10000
166	16	water	-10000
167	16	water	-10000
168	16	water	-10000
169	16	water	-10000
170	16	water	-10000
171	16	water	-10000
172	16	water	-10000
173	16	water	-10000
174	16	water	-10000
175	16	water	-10000
176	16	water	-10000
177	16	water	-10000
178	16	water	-10000
179	16	water	-10000
180	16	water	-10000
181	16	water	-10000
182	16	water	-10000
183	16	water	-10000
184	16	water	-10000
185	16	water	-10000
186	16	water	-10000
187	16	water	-10000
188	16	water	-10000
189	16	water	-10000
190	16	water	-10000
191	16	water	-10000
192	16	water	-10000
193	16	water	-10000
194	16	water	-10000
195	16	water	-10000
196	16	water	-10000
197	16	water	-10000
198	16	water	-10000
199	16	water	-10000
0	17	water	-10000
1	17	water	-10000
2	17	water	-10000
3	17	water	-10000
4	17	water	-10000
5	17	water	-10000
6	17	water	-10000
7	17	water	-10000
8	17	water	-10000
9	17	water	-10000
10	17	water	-10000
11	17	water	-10000
12	17	water	-10000
13	17	water	-10000
14	17	water	-10000
15	17	water	-10000
16	17	water	-10000
17	17	water	-10000
18	17	water	-10000
19	17	water	-10000
20	17	water	-10000
21	17	water	-10000
22	17	water	-10000
23	17	water	-10000
24	17	water	-10000
25	17	water	-10000
26	17	water	-10000
27	17	water	-10000
28	17	water	-10000
29	17	water	-10000
30	17	water	-10000
31	17	water	-10000
32	17	water	-10000
33	17	water	-10000
34	17	water	-10000
35	17	water	-10000
36	17	water	-10000
37	17	water	-10000
38	17	water	-10000
39	17	water	-10000
40	17	water	-10000
41	17	water	-9616
42	17	water	-9506
43	17	water	-9067
44	17	water	-8134
45	17	water	-9671
46	17	water	-9232
47	17	water	-7365
48	17	water	-7420
49	17	water	-7914
50	17	water	-7420
51	17	water	-6432
52	17	water	-6377
53	17	water	-7310
54	17	water	-7146
55	17	water	-5389
56	17	water	-6487
57	17	water	-6761
58	17	water	-6542
59	17	water	-6597
60	17	water	-6651
61	17	water	-6706
62	17	water	-5169
63	17	water	-5444
64	17	water	-7750
65	17	water	-8463
66	17	water	-8902
67	17	water	-8902
68	17	water	-9122
69	17	water	-9726
70	17	water	-8848
71	17	water	-8902
72	17	water	-9342
73	17	water	-9836
74	17	water	-9506
75	17	water	-7914
76	17	water	-6761
77	17	water	-6597
78	17	water	-5883
79	17	water	-6377
80	17	water	-8079
81	17	water	-5773
82	17	water	-6761
83	17	water	-6926
84	17	water	-7585
85	17	water	-8244
86	17	water	-8299
87	17	water	-8848
88	17	water	-8189
89	17	water	-6651
90	17	water	-6102
91	17	water	-6102
92	17	water	-7804
93	17	water	-6926
94	17	water	-7146
95	17	water	-7640
96	17	water	-7420
97	17	water	-6322
98	17	water	-7200
99	17	water	-8793
100	17	water	-9671
101	17	water	-10000
102	17	water	-9836
103	17	water	-9781
104	17	water	-9836
105	17	water	-10000
106	17	water	-9946
107	17	water	-9232
108	17	water	-8573
109	17	water	-8683
110	17	water	-9451
111	17	water	-9451
112	17	water	-9781
113	17	water	-9781
114	17	water	-10000
115	17	water	-10000
116	17	water	-10000
117	17	water	-10000
118	17	water	-10000
119	17	water	-10000
120	17	water	-10000
121	17	water	-10000
122	17	water	-10000
123	17	water	-10000
124	17	water	-10000
125	17	water	-10000
126	17	water	-10000
127	17	water	-10000
128	17	water	-10000
129	17	water	-10000
130	17	water	-10000
131	17	water	-10000
132	17	water	-10000
133	17	water	-10000
134	17	water	-10000
135	17	water	-10000
136	17	water	-10000
137	17	water	-10000
138	17	water	-10000
139	17	water	-10000
140	17	water	-10000
141	17	water	-10000
142	17	water	-10000
143	17	water	-10000
144	17	water	-10000
145	17	water	-10000
146	17	water	-10000
147	17	water	-10000
148	17	water	-10000
149	17	water	-10000
150	17	water	-10000
151	17	water	-10000
152	17	water	-10000
153	17	water	-10000
154	17	water	-10000
155	17	water	-10000
156	17	water	-10000
157	17	water	-10000
158	17	water	-10000
159	17	water	-10000
160	17	water	-10000
161	17	water	-10000
162	17	water	-10000
163	17	water	-10000
164	17	water	-10000
165	17	water	-10000
166	17	water	-10000
167	17	water	-10000
168	17	water	-10000
169	17	water	-10000
170	17	water	-10000
171	17	water	-10000
172	17	water	-10000
173	17	water	-10000
174	17	water	-10000
175	17	water	-10000
176	17	water	-10000
177	17	water	-10000
178	17	water	-10000
179	17	water	-10000
180	17	water	-10000
181	17	water	-10000
182	17	water	-10000
183	17	water	-10000
184	17	water	-10000
185	17	water	-10000
186	17	water	-10000
187	17	water	-10000
188	17	water	-10000
189	17	water	-10000
190	17	water	-10000
191	17	water	-10000
192	17	water	-10000
193	17	water	-10000
194	17	water	-10000
195	17	water	-10000
196	17	water	-10000
197	17	water	-10000
198	17	water	-10000
199	17	water	-10000
0	18	water	-10000
1	18	water	-10000
2	18	water	-10000
3	18	water	-10000
4	18	water	-10000
5	18	water	-10000
6	18	water	-10000
7	18	water	-10000
8	18	water	-10000
9	18	water	-10000
10	18	water	-10000
11	18	water	-10000
12	18	water	-10000
13	18	water	-10000
14	18	water	-10000
15	18	water	-10000
16	18	water	-10000
17	18	water	-10000
18	18	water	-10000
19	18	water	-10000
20	18	water	-10000
21	18	water	-10000
22	18	water	-10000
23	18	water	-10000
24	18	water	-10000
25	18	water	-10000
26	18	water	-10000
27	18	water	-10000
28	18	water	-10000
29	18	water	-10000
30	18	water	-10000
31	18	water	-10000
32	18	water	-10000
33	18	water	-10000
34	18	water	-10000
35	18	water	-10000
36	18	water	-10000
37	18	water	-10000
38	18	water	-10000
39	18	water	-10000
40	18	water	-10000
41	18	water	-10000
42	18	water	-10000
43	18	water	-9342
44	18	water	-8902
45	18	water	-9616
46	18	water	-9451
47	18	water	-8299
48	18	water	-8573
49	18	water	-7640
50	18	water	-6487
51	18	water	-7200
52	18	water	-8134
53	18	water	-7859
54	18	water	-7695
55	18	water	-6981
56	18	water	-7585
57	18	water	-7695
58	18	water	-7475
59	18	water	-7640
60	18	water	-6377
61	18	water	-6706
62	18	water	-5608
63	18	water	-5608
64	18	water	-6761
65	18	water	-7310
66	18	water	-8628
67	18	water	-9067
68	18	water	-9561
69	18	water	-9232
70	18	water	-8518
71	18	water	-8683
72	18	water	-9012
73	18	water	-9616
74	18	water	-8738
75	18	water	-7585
76	18	water	-6816
77	18	water	-6542
78	18	water	-4840
79	18	water	-4510
80	18	water	-6212
81	18	water	-4675
82	18	water	-6267
83	18	water	-6981
84	18	water	-7750
85	18	water	-7475
86	18	water	-6981
87	18	water	-7036
88	18	water	-7695
89	18	water	-6048
90	18	water	-6048
91	18	water	-5334
92	18	water	-5993
93	18	water	-6432
94	18	water	-6706
95	18	water	-6871
96	18	water	-7091
97	18	water	-6706
98	18	water	-6816
99	18	water	-7914
100	18	water	-8738
101	18	water	-8848
102	18	water	-9067
103	18	water	-8902
104	18	water	-9067
105	18	water	-9726
106	18	water	-10000
107	18	water	-9836
108	18	water	-9451
109	18	water	-8738
110	18	water	-8957
111	18	water	-9177
112	18	water	-9561
113	18	water	-10000
114	18	water	-10000
115	18	water	-10000
116	18	water	-10000
117	18	water	-10000
118	18	water	-10000
119	18	water	-10000
120	18	water	-10000
121	18	water	-10000
122	18	water	-10000
123	18	water	-10000
124	18	water	-10000
125	18	water	-10000
126	18	water	-10000
127	18	water	-10000
128	18	water	-10000
129	18	water	-10000
130	18	water	-10000
131	18	water	-10000
132	18	water	-10000
133	18	water	-10000
134	18	water	-10000
135	18	water	-10000
136	18	water	-10000
137	18	water	-10000
138	18	water	-10000
139	18	water	-10000
140	18	water	-10000
141	18	water	-10000
142	18	water	-10000
143	18	water	-10000
144	18	water	-10000
145	18	water	-10000
146	18	water	-10000
147	18	water	-10000
148	18	water	-10000
149	18	water	-10000
150	18	water	-10000
151	18	water	-10000
152	18	water	-10000
153	18	water	-10000
154	18	water	-10000
155	18	water	-10000
156	18	water	-10000
157	18	water	-10000
158	18	water	-10000
159	18	water	-10000
160	18	water	-10000
161	18	water	-10000
162	18	water	-10000
163	18	water	-10000
164	18	water	-10000
165	18	water	-10000
166	18	water	-10000
167	18	water	-10000
168	18	water	-10000
169	18	water	-10000
170	18	water	-10000
171	18	water	-10000
172	18	water	-10000
173	18	water	-10000
174	18	water	-10000
175	18	water	-10000
176	18	water	-10000
177	18	water	-10000
178	18	water	-10000
179	18	water	-10000
180	18	water	-10000
181	18	water	-10000
182	18	water	-10000
183	18	water	-10000
184	18	water	-10000
185	18	water	-10000
186	18	water	-10000
187	18	water	-10000
188	18	water	-10000
189	18	water	-10000
190	18	water	-10000
191	18	water	-10000
192	18	water	-10000
193	18	water	-10000
194	18	water	-10000
195	18	water	-10000
196	18	water	-10000
197	18	water	-10000
198	18	water	-10000
199	18	water	-10000
0	19	water	-10000
1	19	water	-10000
2	19	water	-10000
3	19	water	-10000
4	19	water	-10000
5	19	water	-10000
6	19	water	-10000
7	19	water	-10000
8	19	water	-10000
9	19	water	-10000
10	19	water	-10000
11	19	water	-10000
12	19	water	-10000
13	19	water	-10000
14	19	water	-10000
15	19	water	-10000
16	19	water	-10000
17	19	water	-10000
18	19	water	-10000
19	19	water	-10000
20	19	water	-10000
21	19	water	-10000
22	19	water	-10000
23	19	water	-10000
24	19	water	-10000
25	19	water	-10000
26	19	water	-10000
27	19	water	-10000
28	19	water	-10000
29	19	water	-10000
30	19	water	-10000
31	19	water	-10000
32	19	water	-10000
33	19	water	-10000
34	19	water	-10000
35	19	water	-10000
36	19	water	-10000
37	19	water	-10000
38	19	water	-10000
39	19	water	-10000
40	19	water	-10000
41	19	water	-10000
42	19	water	-9946
43	19	water	-9451
44	19	water	-9616
45	19	water	-9561
46	19	water	-9232
47	19	water	-8793
48	19	water	-7530
49	19	water	-7255
50	19	water	-6651
51	19	water	-7310
52	19	water	-8848
53	19	water	-8024
54	19	water	-8518
55	19	water	-8518
56	19	water	-8353
57	19	water	-6487
58	19	water	-6706
59	19	water	-6761
60	19	water	-6816
61	19	water	-6267
62	19	water	-4291
63	19	water	-5389
64	19	water	-6871
65	19	water	-7585
66	19	water	-9122
67	19	water	-8518
68	19	water	-9067
69	19	water	-9561
70	19	water	-7914
71	19	water	-8848
72	19	water	-8628
73	19	water	-8518
74	19	water	-7475
75	19	water	-7310
76	19	water	-7146
77	19	water	-6377
78	19	water	-4181
79	19	water	-4071
80	19	water	-6542
81	19	water	-5224
82	19	water	-5553
83	19	water	-5499
84	19	water	-6212
85	19	water	-7585
86	19	water	-7695
87	19	water	-8408
88	19	water	-7640
89	19	water	-5938
90	19	water	-5773
91	19	water	-5114
92	19	water	-5389
93	19	water	-6597
94	19	water	-6487
95	19	water	-6871
96	19	water	-7146
97	19	water	-6377
98	19	water	-5608
99	19	water	-6981
100	19	water	-6706
101	19	water	-8518
102	19	water	-9451
103	19	water	-9177
104	19	water	-9506
105	19	water	-9342
106	19	water	-9342
107	19	water	-9232
108	19	water	-8079
109	19	water	-8134
110	19	water	-9012
111	19	water	-9506
112	19	water	-9946
113	19	water	-10000
114	19	water	-10000
115	19	water	-10000
116	19	water	-10000
117	19	water	-10000
118	19	water	-10000
119	19	water	-10000
120	19	water	-10000
121	19	water	-10000
122	19	water	-10000
123	19	water	-10000
124	19	water	-10000
125	19	water	-10000
126	19	water	-10000
127	19	water	-10000
128	19	water	-10000
129	19	water	-10000
130	19	water	-10000
131	19	water	-10000
132	19	water	-10000
133	19	water	-10000
134	19	water	-10000
135	19	water	-10000
136	19	water	-10000
137	19	water	-10000
138	19	water	-10000
139	19	water	-10000
140	19	water	-10000
141	19	water	-10000
142	19	water	-10000
143	19	water	-10000
144	19	water	-10000
145	19	water	-10000
146	19	water	-10000
147	19	water	-10000
148	19	water	-10000
149	19	water	-10000
150	19	water	-10000
151	19	water	-10000
152	19	water	-10000
153	19	water	-10000
154	19	water	-10000
155	19	water	-10000
156	19	water	-10000
157	19	water	-10000
158	19	water	-10000
159	19	water	-10000
160	19	water	-10000
161	19	water	-10000
162	19	water	-10000
163	19	water	-10000
164	19	water	-10000
165	19	water	-10000
166	19	water	-10000
167	19	water	-10000
168	19	water	-10000
169	19	water	-10000
170	19	water	-10000
171	19	water	-10000
172	19	water	-10000
173	19	water	-10000
174	19	water	-10000
175	19	water	-10000
176	19	water	-10000
177	19	water	-10000
178	19	water	-10000
179	19	water	-10000
180	19	water	-10000
181	19	water	-10000
182	19	water	-10000
183	19	water	-10000
184	19	water	-10000
185	19	water	-10000
186	19	water	-10000
187	19	water	-10000
188	19	water	-10000
189	19	water	-10000
190	19	water	-10000
191	19	water	-10000
192	19	water	-10000
193	19	water	-10000
194	19	water	-10000
195	19	water	-10000
196	19	water	-10000
197	19	water	-10000
198	19	water	-10000
199	19	water	-10000
0	20	water	-10000
1	20	water	-10000
2	20	water	-10000
3	20	water	-10000
4	20	water	-10000
5	20	water	-10000
6	20	water	-10000
7	20	water	-10000
8	20	water	-10000
9	20	water	-10000
10	20	water	-10000
11	20	water	-10000
12	20	water	-10000
13	20	water	-10000
14	20	water	-10000
15	20	water	-10000
16	20	water	-10000
17	20	water	-10000
18	20	water	-10000
19	20	water	-10000
20	20	water	-10000
21	20	water	-10000
22	20	water	-10000
23	20	water	-10000
24	20	water	-10000
25	20	water	-10000
26	20	water	-10000
27	20	water	-10000
28	20	water	-10000
29	20	water	-10000
30	20	water	-10000
31	20	water	-10000
32	20	water	-10000
33	20	water	-10000
34	20	water	-10000
35	20	water	-10000
36	20	water	-10000
37	20	water	-10000
38	20	water	-10000
39	20	water	-10000
40	20	water	-10000
41	20	water	-10000
42	20	water	-10000
43	20	water	-9891
44	20	water	-9836
45	20	water	-9671
46	20	water	-9067
47	20	water	-9451
48	20	water	-8518
49	20	water	-6487
50	20	water	-6267
51	20	water	-7146
52	20	water	-8683
53	20	water	-8079
54	20	water	-8408
55	20	water	-8628
56	20	water	-7530
57	20	water	-6267
58	20	water	-5883
59	20	water	-6706
60	20	water	-6048
61	20	water	-4620
62	20	water	-4895
63	20	water	-4950
64	20	water	-6706
65	20	water	-7200
66	20	water	-7804
67	20	water	-6432
68	20	water	-8024
69	20	water	-9232
70	20	water	-7914
71	20	water	-7475
72	20	water	-7914
73	20	water	-8299
74	20	water	-6157
75	20	water	-5279
76	20	water	-5279
77	20	water	-3742
78	20	water	-2808
79	20	water	-3687
80	20	water	-5169
81	20	water	-6157
82	20	water	-5169
83	20	water	-4950
84	20	water	-6981
85	20	water	-8353
86	20	water	-8848
87	20	water	-9561
88	20	water	-8024
89	20	water	-6761
90	20	water	-5993
91	20	water	-6377
92	20	water	-7146
93	20	water	-6377
94	20	water	-6651
95	20	water	-6212
96	20	water	-6212
97	20	water	-7146
98	20	water	-5993
99	20	water	-5114
100	20	water	-5828
101	20	water	-7200
102	20	water	-7914
103	20	water	-8463
104	20	water	-8573
105	20	water	-9616
106	20	water	-8628
107	20	water	-8353
108	20	water	-8299
109	20	water	-9012
110	20	water	-8518
111	20	water	-9671
112	20	water	-10000
113	20	water	-10000
114	20	water	-10000
115	20	water	-10000
116	20	water	-10000
117	20	water	-10000
118	20	water	-10000
119	20	water	-10000
120	20	water	-10000
121	20	water	-10000
122	20	water	-10000
123	20	water	-10000
124	20	water	-10000
125	20	water	-10000
126	20	water	-10000
127	20	water	-10000
128	20	water	-10000
129	20	water	-10000
130	20	water	-10000
131	20	water	-10000
132	20	water	-10000
133	20	water	-10000
134	20	water	-10000
135	20	water	-10000
136	20	water	-10000
137	20	water	-10000
138	20	water	-10000
139	20	water	-10000
140	20	water	-10000
141	20	water	-10000
142	20	water	-10000
143	20	water	-10000
144	20	water	-10000
145	20	water	-10000
146	20	water	-10000
147	20	water	-10000
148	20	water	-10000
149	20	water	-10000
150	20	water	-10000
151	20	water	-10000
152	20	water	-10000
153	20	water	-10000
154	20	water	-10000
155	20	water	-10000
156	20	water	-10000
157	20	water	-10000
158	20	water	-10000
159	20	water	-10000
160	20	water	-10000
161	20	water	-10000
162	20	water	-10000
163	20	water	-10000
164	20	water	-10000
165	20	water	-10000
166	20	water	-10000
167	20	water	-10000
168	20	water	-10000
169	20	water	-10000
170	20	water	-10000
171	20	water	-10000
172	20	water	-10000
173	20	water	-10000
174	20	water	-10000
175	20	water	-10000
176	20	water	-10000
177	20	water	-10000
178	20	water	-10000
179	20	water	-10000
180	20	water	-10000
181	20	water	-10000
182	20	water	-10000
183	20	water	-10000
184	20	water	-10000
185	20	water	-10000
186	20	water	-10000
187	20	water	-10000
188	20	water	-10000
189	20	water	-10000
190	20	water	-10000
191	20	water	-10000
192	20	water	-10000
193	20	water	-10000
194	20	water	-10000
195	20	water	-10000
196	20	water	-10000
197	20	water	-10000
198	20	water	-10000
199	20	water	-10000
0	21	water	-10000
1	21	water	-10000
2	21	water	-10000
3	21	water	-10000
4	21	water	-10000
5	21	water	-10000
6	21	water	-10000
7	21	water	-10000
8	21	water	-10000
9	21	water	-10000
10	21	water	-10000
11	21	water	-10000
12	21	water	-10000
13	21	water	-10000
14	21	water	-10000
15	21	water	-10000
16	21	water	-10000
17	21	water	-10000
18	21	water	-10000
19	21	water	-10000
20	21	water	-10000
21	21	water	-10000
22	21	water	-10000
23	21	water	-10000
24	21	water	-10000
25	21	water	-10000
26	21	water	-10000
27	21	water	-10000
28	21	water	-10000
29	21	water	-10000
30	21	water	-10000
31	21	water	-10000
32	21	water	-10000
33	21	water	-10000
34	21	water	-10000
35	21	water	-10000
36	21	water	-10000
37	21	water	-10000
38	21	water	-10000
39	21	water	-10000
40	21	water	-10000
41	21	water	-10000
42	21	water	-9891
43	21	water	-9891
44	21	water	-10000
45	21	water	-9451
46	21	water	-8738
47	21	water	-9177
48	21	water	-9177
49	21	water	-8189
50	21	water	-8189
51	21	water	-7969
52	21	water	-7310
53	21	water	-8463
54	21	water	-8628
55	21	water	-7804
56	21	water	-8189
57	21	water	-7969
58	21	water	-5993
59	21	water	-5938
60	21	water	-6487
61	21	water	-5828
62	21	water	-6157
63	21	water	-5224
64	21	water	-5938
65	21	water	-6267
66	21	water	-5883
67	21	water	-5004
68	21	water	-6597
69	21	water	-8738
70	21	water	-8683
71	21	water	-7146
72	21	water	-7695
73	21	water	-7914
74	21	water	-7255
75	21	water	-4730
76	21	water	-5389
77	21	water	-3522
78	21	water	-3302
79	21	water	-4620
80	21	water	-4840
81	21	water	-6102
82	21	water	-5993
83	21	water	-5444
84	21	water	-6487
85	21	water	-7255
86	21	water	-8299
87	21	water	-8463
88	21	water	-7530
89	21	water	-7804
90	21	water	-6542
91	21	water	-7146
92	21	water	-7420
93	21	water	-7859
94	21	water	-7640
95	21	water	-6432
96	21	water	-6981
97	21	water	-6157
98	21	water	-4620
99	21	water	-4455
100	21	water	-5169
101	21	water	-6706
102	21	water	-6871
103	21	water	-7146
104	21	water	-8079
105	21	water	-9122
106	21	water	-8353
107	21	water	-7695
108	21	water	-8738
109	21	water	-8244
110	21	water	-8518
111	21	water	-9891
112	21	water	-10000
113	21	water	-10000
114	21	water	-10000
115	21	water	-10000
116	21	water	-10000
117	21	water	-10000
118	21	water	-10000
119	21	water	-10000
120	21	water	-10000
121	21	water	-10000
122	21	water	-10000
123	21	water	-10000
124	21	water	-10000
125	21	water	-10000
126	21	water	-10000
127	21	water	-10000
128	21	water	-10000
129	21	water	-10000
130	21	water	-10000
131	21	water	-10000
132	21	water	-10000
133	21	water	-10000
134	21	water	-10000
135	21	water	-10000
136	21	water	-10000
137	21	water	-10000
138	21	water	-10000
139	21	water	-10000
140	21	water	-10000
141	21	water	-10000
142	21	water	-10000
143	21	water	-10000
144	21	water	-10000
145	21	water	-10000
146	21	water	-10000
147	21	water	-10000
148	21	water	-10000
149	21	water	-10000
150	21	water	-10000
151	21	water	-10000
152	21	water	-10000
153	21	water	-10000
154	21	water	-10000
155	21	water	-10000
156	21	water	-10000
157	21	water	-10000
158	21	water	-10000
159	21	water	-10000
160	21	water	-10000
161	21	water	-10000
162	21	water	-10000
163	21	water	-10000
164	21	water	-10000
165	21	water	-10000
166	21	water	-10000
167	21	water	-10000
168	21	water	-10000
169	21	water	-10000
170	21	water	-10000
171	21	water	-10000
172	21	water	-10000
173	21	water	-10000
174	21	water	-10000
175	21	water	-10000
176	21	water	-10000
177	21	water	-10000
178	21	water	-10000
179	21	water	-10000
180	21	water	-10000
181	21	water	-10000
182	21	water	-10000
183	21	water	-10000
184	21	water	-10000
185	21	water	-10000
186	21	water	-10000
187	21	water	-10000
188	21	water	-10000
189	21	water	-10000
190	21	water	-10000
191	21	water	-10000
192	21	water	-10000
193	21	water	-10000
194	21	water	-10000
195	21	water	-10000
196	21	water	-10000
197	21	water	-10000
198	21	water	-10000
199	21	water	-10000
0	22	water	-10000
1	22	water	-10000
2	22	water	-10000
3	22	water	-10000
4	22	water	-10000
5	22	water	-10000
6	22	water	-10000
7	22	water	-10000
8	22	water	-10000
9	22	water	-10000
10	22	water	-10000
11	22	water	-10000
12	22	water	-10000
13	22	water	-10000
14	22	water	-10000
15	22	water	-10000
16	22	water	-10000
17	22	water	-10000
18	22	water	-10000
19	22	water	-10000
20	22	water	-10000
21	22	water	-10000
22	22	water	-10000
23	22	water	-10000
24	22	water	-10000
25	22	water	-10000
26	22	water	-10000
27	22	water	-10000
28	22	water	-10000
29	22	water	-10000
30	22	water	-10000
31	22	water	-10000
32	22	water	-10000
33	22	water	-10000
34	22	water	-10000
35	22	water	-10000
36	22	water	-10000
37	22	water	-10000
38	22	water	-10000
39	22	water	-10000
40	22	water	-10000
41	22	water	-10000
42	22	water	-10000
43	22	water	-9946
44	22	water	-10000
45	22	water	-9726
46	22	water	-9012
47	22	water	-8848
48	22	water	-8353
49	22	water	-7695
50	22	water	-7530
51	22	water	-7530
52	22	water	-8518
53	22	water	-8518
54	22	water	-8793
55	22	water	-8189
56	22	water	-8848
57	22	water	-8793
58	22	water	-6597
59	22	water	-6487
60	22	water	-7255
61	22	water	-7091
62	22	water	-6871
63	22	water	-6487
64	22	water	-4510
65	22	water	-4565
66	22	water	-5663
67	22	water	-6651
68	22	water	-6926
69	22	water	-7530
70	22	water	-7640
71	22	water	-6157
72	22	water	-6871
73	22	water	-7200
74	22	water	-6816
75	22	water	-4730
76	22	water	-4785
77	22	water	-5279
78	22	water	-4510
79	22	water	-4455
80	22	water	-5499
81	22	water	-5883
82	22	water	-5993
83	22	water	-5993
84	22	water	-6377
85	22	water	-6157
86	22	water	-6981
87	22	water	-7530
88	22	water	-7200
89	22	water	-6981
90	22	water	-6816
91	22	water	-6102
92	22	water	-7585
93	22	water	-6542
94	22	water	-6102
95	22	water	-6761
96	22	water	-7146
97	22	water	-6377
98	22	water	-5773
99	22	water	-5004
100	22	water	-5773
101	22	water	-6377
102	22	water	-6597
103	22	water	-7420
104	22	water	-7146
105	22	water	-8902
106	22	water	-7914
107	22	water	-7640
108	22	water	-8189
109	22	water	-8848
110	22	water	-8738
111	22	water	-9506
112	22	water	-9891
113	22	water	-9946
114	22	water	-10000
115	22	water	-10000
116	22	water	-10000
117	22	water	-10000
118	22	water	-10000
119	22	water	-10000
120	22	water	-10000
121	22	water	-10000
122	22	water	-10000
123	22	water	-10000
124	22	water	-10000
125	22	water	-10000
126	22	water	-10000
127	22	water	-10000
128	22	water	-10000
129	22	water	-10000
130	22	water	-10000
131	22	water	-10000
132	22	water	-10000
133	22	water	-10000
134	22	water	-10000
135	22	water	-10000
136	22	water	-10000
137	22	water	-10000
138	22	water	-10000
139	22	water	-10000
140	22	water	-10000
141	22	water	-10000
142	22	water	-10000
143	22	water	-10000
144	22	water	-10000
145	22	water	-10000
146	22	water	-10000
147	22	water	-10000
148	22	water	-10000
149	22	water	-10000
150	22	water	-10000
151	22	water	-10000
152	22	water	-10000
153	22	water	-10000
154	22	water	-10000
155	22	water	-10000
156	22	water	-10000
157	22	water	-10000
158	22	water	-10000
159	22	water	-10000
160	22	water	-10000
161	22	water	-10000
162	22	water	-10000
163	22	water	-10000
164	22	water	-10000
165	22	water	-10000
166	22	water	-10000
167	22	water	-10000
168	22	water	-10000
169	22	water	-10000
170	22	water	-10000
171	22	water	-10000
172	22	water	-10000
173	22	water	-10000
174	22	water	-10000
175	22	water	-10000
176	22	water	-10000
177	22	water	-10000
178	22	water	-10000
179	22	water	-10000
180	22	water	-10000
181	22	water	-10000
182	22	water	-10000
183	22	water	-10000
184	22	water	-10000
185	22	water	-10000
186	22	water	-10000
187	22	water	-10000
188	22	water	-10000
189	22	water	-10000
190	22	water	-10000
191	22	water	-10000
192	22	water	-10000
193	22	water	-10000
194	22	water	-10000
195	22	water	-10000
196	22	water	-10000
197	22	water	-10000
198	22	water	-10000
199	22	water	-10000
0	23	water	-10000
1	23	water	-10000
2	23	water	-10000
3	23	water	-10000
4	23	water	-10000
5	23	water	-10000
6	23	water	-10000
7	23	water	-10000
8	23	water	-10000
9	23	water	-10000
10	23	water	-10000
11	23	water	-10000
12	23	water	-10000
13	23	water	-10000
14	23	water	-10000
15	23	water	-10000
16	23	water	-10000
17	23	water	-10000
18	23	water	-10000
19	23	water	-10000
20	23	water	-10000
21	23	water	-10000
22	23	water	-10000
23	23	water	-10000
24	23	water	-10000
25	23	water	-10000
26	23	water	-10000
27	23	water	-10000
28	23	water	-10000
29	23	water	-10000
30	23	water	-10000
31	23	water	-10000
32	23	water	-10000
33	23	water	-10000
34	23	water	-10000
35	23	water	-10000
36	23	water	-10000
37	23	water	-10000
38	23	water	-10000
39	23	water	-10000
40	23	water	-10000
41	23	water	-10000
42	23	water	-10000
43	23	water	-10000
44	23	water	-10000
45	23	water	-10000
46	23	water	-9397
47	23	water	-8573
48	23	water	-8079
49	23	water	-8738
50	23	water	-7091
51	23	water	-7640
52	23	water	-8353
53	23	water	-8793
54	23	water	-8793
55	23	water	-8902
56	23	water	-9671
57	23	water	-9067
58	23	water	-7859
59	23	water	-7310
60	23	water	-7255
61	23	water	-7036
62	23	water	-7804
63	23	water	-6157
64	23	water	-5938
65	23	water	-4895
66	23	water	-5224
67	23	water	-6926
68	23	water	-7695
69	23	water	-7255
70	23	water	-5883
71	23	water	-4346
72	23	water	-5279
73	23	water	-5828
74	23	water	-6377
75	23	water	-6048
76	23	water	-5883
77	23	water	-5828
78	23	water	-5279
79	23	water	-4400
80	23	water	-5444
81	23	water	-6048
82	23	water	-5444
83	23	water	-5663
84	23	water	-5718
85	23	water	-6322
86	23	water	-6761
87	23	water	-6542
88	23	water	-5608
89	23	water	-5883
90	23	water	-7036
91	23	water	-6487
92	23	water	-6926
93	23	water	-6377
94	23	water	-6651
95	23	water	-6157
96	23	water	-7585
97	23	water	-7365
98	23	water	-6432
99	23	water	-5334
100	23	water	-6212
101	23	water	-5444
102	23	water	-4565
103	23	water	-6267
104	23	water	-8024
105	23	water	-7859
106	23	water	-5938
107	23	water	-6597
108	23	water	-7969
109	23	water	-8408
110	23	water	-7969
111	23	water	-8848
112	23	water	-9616
113	23	water	-10000
114	23	water	-10000
115	23	water	-10000
116	23	water	-10000
117	23	water	-10000
118	23	water	-9891
119	23	water	-10000
120	23	water	-10000
121	23	water	-10000
122	23	water	-10000
123	23	water	-10000
124	23	water	-10000
125	23	water	-10000
126	23	water	-10000
127	23	water	-10000
128	23	water	-10000
129	23	water	-10000
130	23	water	-10000
131	23	water	-10000
132	23	water	-10000
133	23	water	-10000
134	23	water	-10000
135	23	water	-10000
136	23	water	-10000
137	23	water	-10000
138	23	water	-10000
139	23	water	-10000
140	23	water	-10000
141	23	water	-10000
142	23	water	-10000
143	23	water	-10000
144	23	water	-10000
145	23	water	-10000
146	23	water	-10000
147	23	water	-10000
148	23	water	-10000
149	23	water	-10000
150	23	water	-10000
151	23	water	-10000
